loan_id,propname,orig_date,end_date,loan_size_mm,ltv,occ_at_orig,occ,noi_at_orig,noi,is_30d,is_90d,severity
51825,Property17,2004-08-25,2015-11-01,9.85,58.81,81.88000000000001,81.88000000000001,1204248.46,1126553.91,True,False,0.006211130964467005
59196,Property18,2006-06-08,2021-08-01,2.98668604,63.9,86.61,86.61,404192.06,254324.13,False,False,0.0
190027,Property19,2006-06-30,2021-04-01,8.670259,60.2,85.89,85.89,1107832.78,1962782.56,False,False,0.0
168219,Property20,2007-05-08,2020-12-01,4.904999999999999,75.46,100.0,100.0,479718.86,468297.86,True,True,0.5791762568807339
23205,Property21,2007-03-29,2021-07-01,2.175,68.0,100.0,100.0,211875.36,86133.78,True,True,0.44691350344827585
114988,Property22,2006-02-01,2021-11-01,1.69854609,79.9,99.87,99.87,167391.71,191420.58,False,False,0.0
10443,Property23,2004-08-12,2020-05-01,16.844507219999997,79.46,100.0,91.22,1565417.48,888951.1699999999,False,False,0.0
14900,Property25,2006-06-30,2021-04-01,14.0,75.7,100.0,100.0,1296132.4,1144296.38,False,False,0.0
56261,Property26,2004-08-24,2022-09-01,2.118033,79.9,78.92999999999999,78.92999999999999,219392.35,158139.5,False,False,0.4189849497151366
34335,Property27,2005-11-29,2021-05-01,2.625,77.2,96.8,96.8,215971.71,91497.04000000001,False,False,0.0
20091,Property28,2013-12-18,2024-08-01,9.35473358,74.84,99.01,99.01,906514.9,1454027.7799999998,False,False,0.0
58326,Property29,2007-06-06,2019-02-01,5.5389934,76.4,93.21,93.21,517049.11,553854.95,False,False,0.0
84814,Property30,2013-03-20,2023-11-01,1.17299831,25.0,94.89,94.89,310290.72,82874.72,False,False,0.0
23265,Property31,2014-02-20,2024-08-01,80.0,49.5,100.0,100.0,40237998.4,66429058.32,False,False,0.0
85709,Property32,2005-10-13,2019-07-01,100.0,64.42,100.0,100.0,17929612.19,22519364.94,False,False,0.0
161176,Property33,2007-11-14,2024-09-01,4.1,79.2,95.89,95.89,371747.93,298529.1,True,True,0.5834988170731708
57517,Property34,2014-06-24,2024-09-01,3.8499999999999996,74.04,100.0,100.0,429263.78,574367.63,True,False,0.0
21168,Property35,2003-12-18,2017-02-01,12.98043931,74.6,89.45,89.45,1332726.63,1025135.66,True,True,0.5609495176631275
7641,Property36,2005-12-28,2018-11-01,2.56979049,75.6,100.0,100.0,241785.11,279286.01,False,False,0.0
38128,Property37,2004-05-20,2019-10-01,14.299999999999999,67.1,93.75999999999999,85.05,1458073.89,1547442.5799999998,False,False,0.0
11747,Property38,2006-06-29,2019-08-01,7.0,75.7,100.0,100.0,532925.23,461942.51999999996,True,True,0.37147389999999997
24613,Property39,2012-05-30,2024-09-01,7.72509073,61.8,91.66000000000001,91.66000000000001,1012736.19,956858.3899999999,False,False,0.0
43383,Property41,2003-03-14,2018-01-01,0.8219633000000001,25.0,100.0,97.57,550981.06,84247.06,False,False,0.0
55997,Property43,2007-08-22,2024-09-01,33.6,54.19,100.0,100.0,3052326.88,3506877.3,False,False,0.0
235894,Property44,2010-06-18,2024-08-01,2.7888085099999995,73.39,98.2,98.2,736444.9,1422643.43,False,False,0.0
20244,Property45,2005-08-11,2018-06-01,1.75619807,78.1,,,188038.54,169342.34,False,False,0.0
86852,Property46,2004-03-12,2019-03-01,3.9819522,32.1,,97.54,618608.06,341418.06,False,False,0.0
15335,Property47,2014-08-07,2024-09-01,17.97035627,66.6,55.79,55.79,2843409.45,3183939.3400000003,True,True,0.0
5695,Property48,2006-04-10,2021-06-01,2.2862596899999996,69.3,68.99,68.99,348648.33,264074.24,False,False,0.0
55740,Property49,2007-11-29,2024-09-01,10.107999999999999,59.1,86.73,93.07,991134.49,998659.71,True,True,0.0
9539,Property50,2006-06-21,2021-06-01,1.5957832099999998,66.5,89.01,89.01,175488.11,165258.63,True,True,0.4539521756216498
18031,Property51,2003-03-20,2014-04-01,2.74194743,65.28,100.0,100.0,368816.5,532619.81,False,False,0.0
12063,Property52,2008-02-29,2020-12-01,14.2,74.7,98.54,98.54,1418107.35,1243370.57,False,False,0.0
27147,Property53,2007-08-30,2024-09-01,17.4,79.8,89.83,89.83,1449438.15,1481892.51,False,False,0.0
18990,Property54,2006-04-10,2021-06-01,3.5999999999999996,73.5,87.71,87.71,317445.47,673915.95,False,False,0.0
58053,Property55,2003-10-09,2014-10-01,16.966291899999998,79.8,100.0,100.0,1498915.85,1447364.3800000001,False,False,0.0
85017,Property56,2005-03-29,2019-09-01,22.8,62.5,87.5,87.5,2494932.96,2491389.9699999997,False,False,0.0
117580,Property57,2006-03-30,2024-09-01,1.9972441699999999,70.7,99.16,99.16,170323.72999999998,181836.44,False,False,0.0
70765,Property58,2006-11-28,2024-09-01,4.5,69.2,98.6,98.6,429933.15,431316.17000000004,False,False,0.0
115589,Property59,2006-09-29,2022-06-01,2.99623721,71.34,93.14,91.74,345711.39,266375.75,False,False,0.0
22781,Property60,2003-04-15,2018-09-01,3.08893999,79.2,91.13,91.13,361453.96,306709.74000000005,True,True,0.008395038454599437
17550,Property61,2007-06-13,2024-09-01,21.14628819,58.0,97.74,97.74,1442525.12,1989221.61,False,False,0.0
85403,Property62,2012-04-04,2022-06-01,1.8535027,67.4,100.0,100.0,293353.86,399039.95,False,False,0.0
10610,Property63,2005-11-30,2024-09-01,3.53797964,70.8,,,389107.31,403398.76,False,False,0.0
17652,Property64,2004-03-12,2019-03-01,1.6854801899999998,77.7,90.27,90.27,242057.82,202002.92,False,False,0.0
59378,Property65,2005-04-28,2020-09-01,3.42913237,74.5,,,361231.66,415034.77999999997,False,False,0.0
23846,Property66,2006-08-03,2022-02-01,5.9399999999999995,60.0,,,627452.3,743962.8200000001,False,False,0.0
15205,Property67,2005-08-11,2018-06-01,2.99703253,71.4,,,273221.33,315967.3,False,False,0.0019281572495978216
50383,Property68,2007-01-30,2024-09-01,1.29786784,64.9,100.0,100.0,141452.39,191459.1,False,False,0.0
2886,Property69,2005-01-27,2018-03-01,7.635689429999999,68.18,99.67,99.67,822751.12,845356.05,False,False,0.0
84008,Property70,2005-02-23,2017-07-01,1.43011234,40.6,100.0,100.0,235859.95,295860.94,False,False,0.0
55859,Property71,2007-07-10,2024-09-01,26.5,75.71,76.9,76.9,2734340.74,4369660.78,False,False,0.0
42719,Property72,2007-08-28,2024-09-01,4.66,78.89,96.01,96.01,450960.44999999995,406427.93,True,True,0.0
12600,Property73,2005-12-20,2024-09-01,21.0,68.3,99.09,99.09,1797247.83,1839325.47,False,False,0.0
16605,Property74,2004-06-30,2019-08-01,2.7820242,46.2,99.16,99.16,446858.18,356727.75,False,False,0.0
24818,Property75,2007-08-16,2020-12-01,17.0,76.29,100.0,100.0,1576795.78,1802280.16,False,False,0.0
46625,Property76,2004-02-04,2018-01-01,12.6,80.0,94.98,94.98,1334618.54,1216370.29,False,False,0.0
54969,Property77,2004-05-27,2020-03-01,14.175329439999999,73.8,81.24,81.24,1283895.92,1095911.92,False,False,0.0
12599,Property78,2005-07-28,2020-12-01,1.4084274199999998,61.2,,,189061.3,247996.84999999998,False,False,0.0
88276,Property79,2007-06-29,2022-05-01,2.3,55.1,97.17,97.17,270133.91,254620.36000000002,False,False,0.0
72425,Property80,2003-09-29,2019-11-01,2.39553583,68.4,100.0,100.0,246269.27,275839.65,False,False,0.0
62564,Property81,2005-12-20,2024-09-01,8.0,80.0,98.48,98.48,731969.22,698061.99,False,False,0.0
27740,Property82,2007-11-29,2024-08-01,3.1999999999999997,70.5,87.25999999999999,87.25999999999999,269932.16000000003,320341.18000000005,False,False,0.0
17978,Property83,2003-06-30,2021-07-01,1.6242956899999998,77.3,99.05,99.05,204407.57,194049.52000000002,False,False,0.0
598,Property84,2005-04-20,2018-05-01,2.11496389,78.3,96.44,96.44,206105.34,283225.74000000005,False,False,0.0
19901,Property85,2006-09-27,2022-04-01,4.69633659,67.1,96.48,96.48,530490.29,691075.92,False,False,0.0
48536,Property86,2006-04-20,2021-07-01,4.472157999999999,47.6,74.11,74.11,914846.5900000001,1011510.5800000001,True,False,0.0
34648,Property87,2006-03-21,2021-02-01,3.99113903,71.3,98.77,98.77,483480.88,591770.0,False,False,0.0
30756,Property88,2005-06-23,2021-10-01,2.6999999999999997,73.0,82.06,91.12,310855.23,474554.20999999996,False,False,0.0
67747,Property89,2007-11-13,2024-08-01,4.026,66.55,100.0,100.0,393692.07999999996,402057.0,False,False,0.0
20372,Property90,2007-03-29,2024-09-01,8.960932,68.4,80.57,80.57,1133832.67,1193985.21,False,False,0.0
190789,Property91,2005-11-15,2022-08-01,14.236311789999998,64.71,82.1363,82.1363,1372580.49,1251459.65,False,False,0.0
82838,Property92,2008-06-12,2024-02-01,1.3614828799999998,43.43,70.11999999999999,70.11999999999999,209468.52,303848.96,False,False,0.0
6244,Property93,2005-05-25,2020-09-01,4.20423003,41.14,94.218,100.0,1108800.32,1416082.41,False,False,0.0
81915,Property94,2006-09-28,2024-08-01,2.1241766699999998,68.5,99.73,99.73,227404.16,170198.7,False,False,0.0
58499,Property95,2003-03-14,2018-01-01,12.2461079,79.3,89.87,89.87,1332867.12,1263436.6,True,True,0.48729992408445133
69593,Property96,2004-10-19,2019-08-01,8.39132924,62.2,88.72999999999999,88.72999999999999,1080981.07,1048451.2199999999,False,False,0.0
39000,Property97,2007-08-23,2022-06-01,3.0999999999999996,70.5,95.74000000000001,95.54,296855.16,375719.72,False,False,0.0
22051,Property98,2007-03-14,2024-09-01,15.5,68.9,93.05,93.05,1150020.38,1242385.21,False,False,0.0
50307,Property99,2013-11-20,2024-08-01,4.475,71.0,96.27,96.27,446873.28,692172.77,False,False,0.0
2945,Property100,2003-08-27,2018-09-01,11.2,80.0,90.17,90.17,1227850.44,1638115.4,False,False,0.0
114598,Property101,2007-03-29,2022-04-01,1.68934562,47.19,91.63,91.63,310469.76,261483.76,False,False,0.0
59893,Property102,2011-08-09,2024-08-01,9.183297999999999,54.3,98.05999999999999,98.05999999999999,1285715.02,1386418.95,False,False,0.0
43420,Property103,2006-12-21,2024-05-01,3.3449999999999998,65.1,88.59,88.59,321790.23,342616.02999999997,False,False,0.0
27560,Property104,2004-12-02,2019-10-01,2.85,67.9,99.35,99.35,296539.34,315047.16000000003,False,False,0.0
117798,Property105,2005-03-31,2018-11-01,3.89589129,77.9,99.01,99.01,372100.91,264155.79,False,False,0.20322159451220212
238408,Property106,2005-06-30,2016-05-01,17.0,68.0,91.58,91.58,1475180.89,1579339.1099999999,False,False,0.0
80842,Property107,2005-08-25,2020-11-01,3.193297,48.4,96.98,96.98,363481.95,304068.55,False,False,0.0
56547,Property108,2007-05-30,2024-09-01,4.59656097,76.8,86.14,75.48,439478.54000000004,345065.36,True,True,0.2321411174493787
27569,Property109,2006-08-03,2022-02-01,9.0,62.1,,,968906.98,1284639.51,False,False,0.0
9530,Property110,2007-07-05,2024-09-01,3.75,73.53,100.0,100.0,342136.54,29156.54,True,True,0.6432593493333334
2296,Property111,2007-03-29,2020-12-01,3.3,76.74,98.55,98.55,336535.64,174188.30000000002,False,False,0.46217372424242426
19650,Property112,2007-03-29,2020-12-01,16.5,69.91,84.96,84.96,1474865.18,2278047.8600000003,False,False,0.0
33768,Property113,2005-06-21,2024-05-01,2.18304296,56.0,91.22,91.22,196439.35,312525.82999999996,False,False,0.0
20743,Property114,2006-12-21,2021-03-01,34.443999999999996,76.12,87.19999999999999,87.19999999999999,2693654.02,2305051.53,True,True,0.10528428957147834
49037,Property115,2004-11-10,2024-07-01,1.14899595,62.11,96.29,96.29,119876.89,145274.49000000002,False,False,0.0
117104,Property116,2007-07-26,2020-02-01,9.789750999999999,58.62,100.0,100.0,948379.51,879661.9700000001,False,False,0.0
15998,Property117,2007-07-30,2022-09-01,8.19156782,79.5,67.10000000000001,67.10000000000001,957660.2,812484.91,False,False,0.0
1751,Property118,2003-09-30,2016-11-01,1.53537936,51.0,98.36,98.36,243917.3,272550.72,False,False,0.0
50282,Property119,2003-06-05,2015-08-01,4.0579909999999995,75.1,99.63,99.63,456290.19,414319.52,False,False,0.0
59014,Property120,2005-03-30,2020-03-01,32.51654747,74.75,98.49,98.49,3407064.7800000003,4008877.97,False,False,0.0
56538,Property121,2004-11-03,2017-08-01,3.1199999999999997,80.0,98.06,90.06,304344.03,297583.76,False,False,0.0
3550,Property122,2013-05-14,2024-08-01,4.98794566,56.0,96.65,96.65,545356.9,530830.2,False,False,0.0
2583,Property123,2007-08-30,2024-09-01,40.0,76.9,68.27000000000001,68.27000000000001,4641229.44,3012369.48,True,True,0.256902084
3576,Property124,2004-11-04,2019-11-01,3.55410983,55.5,96.19,96.19,695001.39,629789.68,False,False,0.0
46449,Property125,2014-09-29,2024-09-01,6.48882126,71.31,93.8,93.8,816367.6799999999,964274.65,False,False,0.0
11642,Property127,2003-03-14,2018-01-01,1.44247107,74.0,100.0,100.0,178645.22,163149.53,False,False,0.0
27655,Property128,2007-10-25,2021-06-01,6.1,48.7,,,781248.06,543693.0,False,False,0.0
48645,Property129,2004-12-21,2020-01-01,7.58869134,64.58,70.09,77.56,1054793.57,1210571.12,False,False,0.0
82435,Property130,2006-10-31,2024-08-01,8.15,70.26,96.63,96.63,775495.92,626227.2100000001,True,True,0.8901963533742332
26237,Property131,2006-01-31,2022-05-01,3.175,75.6,99.68,99.68,270365.62,235236.97999999998,False,False,0.0
40134,Property132,2003-06-05,2023-02-01,2.09462155,67.6,,73.33,263112.95,276176.09,False,False,0.0
22778,Property133,2005-09-28,2022-08-01,11.2,78.9,93.82,93.82,1084010.25,1196096.19,True,True,0.3249641669642857
52527,Property134,2007-07-30,2022-09-01,11.2,58.9,100.0,100.0,1221061.3800000001,1006767.24,False,False,0.0
50302,Property135,2007-06-21,2021-01-01,1.47080595,73.5,96.81,96.81,145959.29,203478.13,False,False,0.0
33987,Property136,2005-08-24,2022-08-01,30.0,79.4,98.58,98.58,2875242.29,2023631.29,True,True,0.25135859666666666
21580,Property137,2004-06-28,2015-07-01,4.88,80.0,96.75,96.75,454143.09,525496.63,False,False,0.0
57527,Property138,2005-03-11,2020-03-01,8.13675186,62.6,80.73,80.73,1016328.34,803887.2899999999,False,False,0.0
14733,Property139,2007-05-23,2023-07-01,13.139999999999999,77.64,65.39,65.39,503153.36,789207.3899999999,False,False,0.0
116885,Property140,2015-12-15,2024-09-01,8.08661714,69.7,88.11999999999999,88.11999999999999,981962.62,881723.46,True,False,0.0
39773,Property141,2007-02-28,2021-05-01,4.63744841,71.3,70.26,58.03,567984.38,201892.13,False,False,0.0
12074,Property142,2005-08-23,2020-10-01,6.56,76.95,81.91,81.91,595125.4,688940.22,False,False,0.0
5778,Property143,2004-08-25,2023-09-01,4.969831589999999,62.1,93.34,93.34,619711.07,842389.34,False,False,0.0
167538,Property144,2006-09-28,2024-08-01,5.75,69.9,86.72,86.72,617053.82,653911.5299999999,False,False,0.0
6632,Property145,2005-05-25,2020-09-01,1.9793390499999999,79.17,98.73,98.73,170292.11000000002,174786.99000000002,False,False,0.0
30896,Property146,2004-11-10,2024-08-01,7.94881216,25.0,100.0,100.0,1985612.74,442799.74,False,False,0.0
63807,Property147,2003-03-20,2018-04-01,4.14076151,79.63,99.17,99.17,399809.16,562066.4,False,False,0.0
20184,Property148,2006-12-05,2022-06-01,6.55,68.4,100.0,100.0,522314.2,791942.0199999999,False,False,0.0
24228,Property149,2007-05-30,2024-09-01,1.9,78.5,99.68,89.79,177381.37,96143.18,True,True,0.8550776473684211
39020,Property150,2003-09-30,2017-10-01,14.21893164,79.4,95.24000000000001,95.24000000000001,1373468.57,1363562.8,False,False,0.0
4739,Property151,2006-03-30,2021-08-01,2.675,79.9,91.16,91.16,255833.51,289960.83,True,True,0.45409082616822427
8211,Property152,2004-02-04,2018-01-01,6.57802924,70.7,99.54,99.54,871849.05,680318.28,False,False,0.0
57821,Property153,2006-06-30,2021-04-01,9.799999999999999,73.4,87.41,87.41,932121.65,1146132.16,False,False,0.0
54937,Property154,2012-08-07,2023-02-01,15.98366965,63.4,99.9,99.9,1632789.85,1782647.57,False,False,0.0
39750,Property155,2004-08-12,2020-05-01,31.4,79.29,78.74,78.74,2862648.65,2674600.51,False,False,0.0
35917,Property156,2003-12-23,2017-09-01,3.98936698,79.79,93.72,93.72,434891.3,349761.1,True,False,0.00955739098236583
54910,Property157,2003-06-30,2021-07-01,2.4443323799999996,25.0,100.0,100.0,8366543.4,84657.4,False,False,0.0
1787,Property158,2007-09-28,2024-09-01,12.795,71.32,92.52,92.52,1153088.16,909189.52,True,False,0.0
5672,Property159,2004-08-24,2022-09-01,3.4888049999999997,78.8,96.52000000000001,96.52000000000001,354676.96,309342.71,False,False,0.0
39284,Property160,2003-11-25,2015-06-01,12.05168767,66.58,98.23,98.23,1646965.76,952365.21,False,False,0.0
45376,Property161,2005-06-29,2024-08-01,1.5986102299999998,62.9,93.39,93.39,166555.9,284859.60000000003,True,True,1.34691520146221
82739,Property162,2006-09-28,2024-08-01,14.1,64.9,96.46,96.46,1315579.96,65073.85,True,True,0.36034177801418443
1733,Property163,2006-06-07,2018-06-01,9.9,75.0,85.50999999999999,85.50999999999999,1197157.08,499155.79000000004,True,True,0.40402437474747477
24304,Property164,2007-06-27,2023-12-01,33.699999999999996,66.1,100.0,100.0,3120612.83,3877221.4899999998,False,False,0.0
20799,Property165,2004-04-22,2020-12-01,7.01892823,79.76,98.92999999999999,98.92999999999999,692835.54,540575.98,False,False,0.0
13779,Property166,2005-08-24,2023-01-01,3.5964563,79.9,91.03,60.089999999999996,342929.12,208963.52,True,True,0.4573317518135838
50311,Property167,2007-03-16,2022-07-01,11.487,74.1,100.0,100.0,1074084.08,1264498.6800000002,False,False,0.0
14641,Property168,2014-12-08,2024-09-01,4.75,74.57,100.0,92.72,539243.91,418848.0,False,False,0.0
169923,Property169,2005-05-25,2020-09-01,0.39971112999999997,36.34,100.0,90.76,130225.31999999999,229991.86,False,False,0.0
24472,Property170,2006-10-31,2024-08-01,5.7,71.7,100.0,100.0,536391.3200000001,550190.2000000001,False,False,0.0
59343,Property171,2007-08-23,2022-06-01,5.78929387,69.5,99.33,99.33,507521.18,556440.19,False,False,0.0
27761,Property172,2003-03-27,2015-12-01,19.25,58.8,97.07,97.07,2801125.74,9071944.97,False,False,0.0
19380,Property173,2014-09-29,2024-09-01,11.055,66.2,74.77,74.77,1275275.09,2264287.0,False,False,0.0
51740,Property174,2005-04-29,2020-12-01,50.0,58.82,79.84,79.84,24894158.04,37954869.48,False,False,0.0
10720,Property175,2004-03-12,2019-03-01,21.89637282,78.8,99.22,99.22,2228964.53,2759559.3099999996,False,False,0.0
37280,Property176,2013-11-20,2024-08-01,3.875,65.7,91.69,91.69,414459.14,335895.18,False,False,0.0
33150,Property177,2005-02-24,2020-03-01,1.9958579199999997,25.0,,93.77,825969.63,191157.63,False,False,0.0
3236,Property178,2007-01-30,2024-09-01,15.0,61.9,94.33,94.33,1663048.54,1853130.79,False,False,0.0
84874,Property179,2003-02-06,2017-06-01,3.2543371,79.4,100.0,100.0,366335.25,391182.95,False,False,0.0
81063,Property180,2007-05-09,2022-04-01,4.16,80.0,91.16,91.16,471236.81,426430.37,True,False,0.0
54920,Property181,2006-10-31,2024-08-01,6.7749999999999995,69.13,91.59,91.59,622511.68,338776.12,False,False,0.0
79129,Property182,2007-09-27,2024-09-01,10.290937759999998,71.0,,,855931.05,883628.65,True,False,0.0
22210,Property183,2007-07-05,2024-09-01,4.03603171,74.74,,,459013.94,270795.39,False,False,0.0
113751,Property184,2012-09-27,2024-09-01,8.23531404,52.79,89.72,89.72,943050.45,657058.96,False,False,0.0
16491,Property185,2006-11-29,2018-01-01,26.5,48.8,76.86,76.86,3074983.79,2199104.55,False,False,0.0
4226,Property186,2007-08-30,2022-06-01,5.5,79.7,100.0,100.0,413524.9,388133.80000000005,False,False,0.0
115650,Property187,2007-05-23,2023-07-01,26.0,74.29,99.66,99.66,2916207.88,2410338.98,True,True,0.7634586796153847
12536,Property188,2006-09-27,2022-04-01,23.182740409999997,77.3,92.7,92.7,2385400.21,1142220.26,False,False,0.0
22451,Property189,2005-10-25,2020-09-01,1.5464626799999999,64.4,98.0,98.0,189077.54,233375.32,False,False,0.0
573,Property190,2007-07-05,2024-09-01,23.0,78.8,86.82000000000001,86.82000000000001,3738963.7600000002,2399193.2300000004,True,True,0.0
58909,Property191,2014-12-30,2024-09-01,18.599999999999998,75.0,100.0,100.0,1778032.7,2113688.16,False,False,0.0
49044,Property192,2006-04-20,2021-07-01,19.5,67.0,96.45,96.45,2104134.62,2327700.95,False,False,0.0
13902,Property193,2006-09-28,2021-11-01,3.4,77.27,96.65,96.65,314163.24,184387.04,False,False,0.0
81465,Property194,2005-05-24,2020-12-01,10.7,80.0,98.5235,98.5235,951791.28,1084914.47,True,True,0.6655287224299066
27856,Property195,2004-11-03,2017-08-01,150.0,59.8,96.74000000000001,96.74000000000001,18432794.24,19404518.299999997,False,False,0.0
8420,Property196,2006-05-31,2019-09-01,3.415,59.91,99.93,99.93,386753.79,431230.51999999996,False,False,0.0
56145,Property197,2005-12-07,2023-06-01,11.5,65.0,99.87,99.87,1271709.06,1017043.18,False,False,0.0
82861,Property198,2004-08-12,2020-05-01,0.572,74.46,98.78,98.78,69697.52,48464.35999999999,True,False,0.0
10026,Property199,2006-12-19,2022-02-01,2.9,68.2,97.66999999999999,97.66999999999999,306914.91,428916.3,False,False,0.0
17033,Property200,2008-04-29,2022-02-01,116.62880612,42.6,96.84,64.04,16041762.790000001,5047301.99,True,False,0.0
116137,Property201,2006-10-31,2024-09-01,4.17582808,60.8,99.26,99.26,442039.07,352520.96,False,False,0.0
113365,Property202,2004-06-30,2019-12-01,12.75,79.7,96.08000000000001,91.89,1180934.57,1073088.6700000002,False,False,0.0
42671,Property204,2003-08-12,2014-10-01,2.49257579,75.53,98.89,98.89,268884.9,438110.33,False,False,0.0
84895,Property205,2007-05-09,2022-04-01,7.22,78.5,100.0,100.0,555906.13,918737.09,False,False,0.0
8140,Property206,2007-06-13,2024-09-01,3.1970679599999996,52.4,100.0,100.0,418636.02,407541.7,False,False,0.0
42692,Property207,2006-04-20,2021-07-01,16.12,75.0,98.52,98.52,1388247.2699999998,1519787.5,False,False,0.0
7502,Property208,2012-04-04,2022-06-01,4.481943469999999,60.6,83.69,83.69,541266.57,1292688.97,False,False,0.0
56227,Property209,2006-12-21,2021-03-01,45.0,56.96,99.25,99.25,4567283.64,4919866.02,False,False,0.0
19872,Property210,2007-03-29,2020-12-01,1.8840793799999997,51.62,97.85,97.85,247873.79,235977.87,False,False,0.0
69611,Property211,2003-08-27,2018-09-01,2.68952176,67.24,84.38,84.38,276191.94,412814.86,False,False,0.0
17628,Property212,2005-03-29,2019-09-01,2.5886961,79.7,100.0,100.0,248746.04,352368.33999999997,False,False,0.0
1557,Property213,2003-04-11,2022-11-01,7.16971465,80.1,98.61,98.61,730317.99,965026.03,True,True,0.0
8093,Property215,2008-05-08,2024-09-01,6.22788701,57.14,70.89,70.89,836560.83,1215016.51,True,True,0.0
113801,Property216,2008-06-27,2023-01-01,4.7,73.44,99.99,99.99,442641.86,439712.38,False,False,0.0
11643,Property217,2007-06-13,2022-06-01,2.8854987999999997,67.94,100.0,100.0,317610.16,69272.97,True,False,0.005817749776918986
1538,Property218,2011-11-22,2024-08-01,2.68937204,64.0,96.11,96.11,343483.64,358226.72000000003,False,False,0.0
34398,Property219,2005-06-21,2024-05-01,2.39522588,73.9,82.22,82.22,252896.42,98604.09,False,False,0.0
7698,Property220,2004-12-28,2016-10-01,5.8999999999999995,72.4,91.48,91.48,713604.9,487354.7,False,False,0.0
53492,Property221,2007-06-21,2021-01-01,8.93001897,84.0,91.39,87.9,713977.98,642995.14,False,False,0.0
1470,Property222,2005-06-30,2016-05-01,4.625,63.18,100.0,100.0,460852.18,459084.8,False,False,0.0
58147,Property223,2003-02-06,2017-06-01,8.48678567,74.8,97.45,97.45,844867.72,829582.97,False,False,0.0
21971,Property224,2005-11-09,2022-02-01,1.09699701,52.2,99.03,99.03,102022.45,110142.81999999999,False,False,0.0
43544,Property225,2005-03-11,2020-03-01,1.49273964,57.4,100.0,100.0,175150.45,185707.77000000002,False,False,0.0
17780,Property226,2005-06-16,2019-01-01,3.97017017,70.9,91.86999999999999,99.27,413630.48,381151.32999999996,False,False,0.0
59543,Property227,2006-12-21,2021-03-01,14.5,72.86,100.0,100.0,1413989.98,1554713.25,False,False,0.0
187464,Property229,2006-03-23,2017-12-01,20.0,53.33,94.03999999999999,94.03999999999999,2488729.49,3453806.0300000003,True,False,0.0
14791,Property230,2003-06-05,2015-08-01,6.722493999999999,70.8,97.92,97.92,745327.79,531026.55,False,False,0.0
9196,Property231,2004-07-23,2017-02-01,3.0,60.0,98.23,98.23,365814.4,482430.24000000005,False,False,0.0
50285,Property232,2007-05-23,2023-07-01,12.0,78.9,98.83,98.83,980721.4600000001,1375004.95,False,False,0.0
170059,Property233,2006-06-30,2021-04-01,3.37512143,64.9,66.91,66.91,480704.44,534941.1599999999,False,False,0.0
24486,Property234,2007-03-16,2022-07-01,6.95496235,58.9,83.72,71.99,730946.76,412406.08,True,True,0.014709009891333202
12602,Property235,2007-08-28,2024-09-01,2.33578561,68.7,91.43,91.43,236722.12,282464.58,False,False,0.0
23386,Property236,2006-10-30,2024-08-01,3.24089004,68.96,99.18,99.18,307881.92,136838.93,False,False,0.0
14592,Property237,2005-06-16,2019-01-01,38.0,73.36,95.12,65.3,5462943.38,3639851.9,True,True,0.0
14637,Property238,2019-02-14,2024-09-01,12.376,71.6,99.68,99.68,3338774.59,3588462.8,False,False,0.0
48828,Property239,2006-03-21,2021-02-01,2.49382968,71.3,99.88,99.88,285039.66,282011.99,False,False,0.0
